id,chemin,classe,r_channel_mean,r_channel_var,r_channel_std,r_channel_25p,r_channel_50p,r_channel_75p,r_channel_iqr,g_channel_mean,g_channel_var,g_channel_std,g_channel_25p,g_channel_50p,g_channel_75p,g_channel_iqr,b_channel_mean,b_channel_var,b_channel_std,b_channel_25p,b_channel_50p,b_channel_75p,b_channel_iqr,r_hist_0,r_hist_1,r_hist_2,r_hist_3,g_hist_0,g_hist_1,g_hist_2,g_hist_3,b_hist_0,b_hist_1,b_hist_2,b_hist_3
309,../data/images/train/dirty/WhatsApp Image 2020-12-19 at 10.08.39 AM.jpeg,dirty,114.08304713628763,1565.6232259783383,39.5679570609646,87.0,118.0,136.0,49.0,89.79933946488295,1572.1383505252315,39.65019988001613,69.0,83.0,98.0,29.0,71.29799905936454,2414.8029059042624,49.14064413399831,43.0,52.0,80.0,37.0,11.36,53.24,31.98,3.42,18.49,70.75,7.07,3.69,62.86,27.05,4.74,5.36
310,../data/images/train/dirty/WhatsApp Image 2020-08-13 at 8.57.54 AM.jpeg,dirty,123.14566417600665,2879.576106563851,53.661681920750965,95.0,109.0,135.0,40.0,119.4140493980905,2937.3598063504032,54.19741512609622,93.0,107.0,131.0,38.0,114.04573682025737,2958.6024785044187,54.39303704063985,88.0,104.0,126.0,38.0,8.62,63.07,15.17,13.14,10.42,63.01,14.16,12.41,12.54,63.1,13.12,11.23
311,../data/images/train/dirty/3675.jpeg,dirty,124.3532340425532,3540.0786725196926,59.49856025585571,76.0,121.0,165.0,89.0,122.48691489361703,3799.321616014034,61.63863736337813,69.0,124.0,160.0,91.0,113.36221276595745,4039.4922912738793,63.557000332566666,61.0,106.0,149.0,88.0,16.97,35.93,29.14,17.96,22.31,29.11,31.19,17.39,26.46,35.91,21.12,16.51
312,../data/images/train/dirty/4430.full.jpeg,dirty,109.4517695473251,3024.0513569510067,54.991375296049895,63.0,100.0,153.0,90.0,106.29469135802469,2654.642519143423,51.5232231051535,68.0,97.0,140.0,72.0,100.41896090534979,2661.046786574603,51.58533499527364,62.0,89.0,132.0,70.0,25.37,37.01,30.79,6.83,21.53,43.89,27.96,6.62,26.04,44.71,22.66,6.59
313,../data/images/train/dirty/WhatsApp Image 2020-07-27 at 9.15.46 AM.jpeg,dirty,148.59824494949495,1406.3851080309087,37.50180139714503,127.0,141.0,166.0,39.0,142.45356060606062,1340.9928560089534,36.61956930397944,122.0,138.0,159.0,37.0,130.07724747474748,1495.5757121205747,38.6726739716893,103.0,130.0,152.0,49.0,0.43,24.73,60.13,14.71,1.0,27.96,59.8,11.25,2.48,44.21,45.36,7.95
314,../data/images/train/dirty/C3vePcQWMAA9adR.jpeg,dirty,142.57252465483234,5617.039878241502,74.94691373393238,69.0,149.0,208.0,139.0,139.3542899408284,5464.915819860707,73.9250689540477,70.0,142.0,202.0,132.0,138.63422090729782,5726.089075477827,75.67092622320561,64.0,140.0,205.0,141.0,22.2,21.16,21.71,34.94,22.07,23.14,23.07,31.71,24.81,21.26,20.65,33.28
315,../data/images/train/dirty/WhatsApp Image 2020-12-18 at 9.26.07 AM.jpeg,dirty,118.10991377508361,2372.135754977932,48.70457632479654,90.0,116.0,138.0,48.0,116.58726275083612,2324.606185379539,48.21416996464358,90.0,113.0,135.0,45.0,109.8942558528428,2466.8548194295254,49.66744224770917,80.0,107.0,130.0,50.0,11.9,50.28,30.32,7.49,11.31,55.28,25.81,7.6,16.5,55.5,21.22,6.78
316,../data/images/train/dirty/1940.full.jpeg,dirty,33.64172934288094,2198.229883507755,46.885284295904135,11.0,18.0,35.0,24.0,34.145351622573045,1577.8268161297722,39.721868235642845,13.0,23.0,40.0,27.0,26.269441265578944,1087.3107852241299,32.9743959038544,12.0,19.0,26.0,14.0,90.56,4.63,1.29,3.51,92.38,3.34,2.14,2.14,93.92,3.04,2.11,0.93
317,../data/images/train/dirty/WhatsApp Image 2020-09-27 at 6.47.11 PM.jpeg,dirty,141.0661120401338,1714.0353292399554,41.400909763433404,109.0,148.0,169.0,60.0,146.5536329431438,1591.7922813251348,39.89727160251857,122.0,149.0,169.0,47.0,137.06536789297658,1833.3836022475984,42.81802893931012,104.0,143.0,164.0,60.0,2.99,32.71,56.12,8.18,2.58,25.74,61.09,10.6,3.98,34.34,52.45,9.22
318,../data/images/train/dirty/111e0266037427a8d0e60f07a30f61c682e3a3f9.temp.jpeg,dirty,136.89422857142858,3135.032869547755,55.99136424081624,95.0,126.0,166.0,71.0,140.01225714285715,3107.0802211910204,55.7411896284159,99.0,130.0,170.0,71.0,134.8286,3675.330136325714,60.62450112228318,88.0,124.0,173.0,85.0,5.62,45.56,29.62,19.2,4.55,43.45,32.58,19.42,10.39,41.86,27.47,20.27
319,../data/images/train/dirty/1582.full.jpeg,dirty,112.32851155598958,3788.543526283885,61.551145613090625,54.0,126.0,153.0,99.0,115.32134684244792,3278.0794453539825,57.25451462857739,67.0,115.0,151.0,84.0,103.38415690104166,3911.3469710014224,62.54076247537619,48.0,96.0,143.0,95.0,30.0,20.88,40.45,8.67,23.01,37.56,30.32,9.11,33.64,35.42,21.73,9.22
320,../data/images/train/dirty/2018.full.jpeg,dirty,120.7087649832196,3169.587691060815,56.29909138752432,75.0,131.0,159.0,84.0,115.79668539443963,3091.8379134645234,55.60429761686162,75.0,120.0,144.0,69.0,105.42517526311995,3338.3663593097463,57.778597761712305,62.0,103.0,124.0,62.0,19.68,27.9,42.03,10.4,20.06,37.31,31.6,11.03,25.5,52.02,10.11,12.38
321,../data/images/train/dirty/WhatsApp Image 2020-08-27 at 3.44.11 PM (14).jpeg,dirty,116.59034150612959,1019.7683532984347,31.933812069629813,98.0,106.0,121.0,23.0,120.3330852305896,1158.0579713336579,34.030250826781426,101.0,109.0,120.0,19.0,102.51940747227087,1448.8842059536396,38.06421161607895,79.0,87.0,106.0,27.0,0.07,78.83,18.22,2.88,0.01,78.38,13.8,7.81,2.1,78.8,15.86,3.24
322,../data/images/train/dirty/10086.jpeg,dirty,68.14034285714285,3021.8364753110204,54.97123316163665,23.0,68.0,93.0,70.0,55.58757142857143,3006.5994169591836,54.832466814462975,15.0,45.0,78.0,63.0,37.25248571428571,2533.8857081069386,50.33771655634509,8.0,24.0,47.0,39.0,47.98,45.69,1.12,5.21,66.08,28.21,0.65,5.05,89.28,5.46,0.42,4.84
323,../data/images/train/dirty/WhatsApp Image 2020-05-14 at 8.44.04 PM.jpeg,dirty,106.47179296681526,5018.220898271154,70.83940215918788,31.0,107.0,171.0,140.0,65.337142149579,2236.7592475038145,47.294389175713164,17.0,59.0,108.0,91.0,39.77290242694403,658.8854202534809,25.66876351236033,21.0,32.0,60.0,39.0,37.27,19.02,28.48,15.24,51.71,39.31,8.31,0.67,81.16,18.38,0.45,0.0
324,../data/images/train/dirty/WhatsApp Image 2020-12-26 at 12.36.53 AM (6).jpeg,dirty,145.83284444444445,2794.576370131359,52.86375289488402,111.0,147.0,182.0,71.0,139.32093055555555,2377.5138952451766,48.75975692356533,109.0,142.0,170.0,61.0,129.2519388888889,2473.8744712407097,49.73805857932846,89.0,135.0,160.0,71.0,7.14,24.04,48.11,20.71,7.93,27.32,50.65,14.11,10.74,31.3,47.67,10.28
325,../data/images/train/dirty/2076.full.jpeg,dirty,125.60805002848308,4525.8923467723525,67.27475266972263,63.0,131.0,173.0,110.0,131.85228315989175,4245.295401376702,65.15593143664437,73.0,142.0,174.0,101.0,128.57424958546957,4739.798896026147,68.84619739699606,65.0,142.0,169.0,104.0,25.26,23.95,39.07,11.73,19.81,25.41,41.79,12.99,24.24,20.13,42.22,13.41
326,../data/images/train/dirty/1324.full.jpeg,dirty,114.45071851851851,3875.625978742991,62.254525769159876,55.0,131.0,155.0,100.0,124.79591851851852,4215.384743341509,64.92599435774171,61.0,147.0,166.0,105.0,105.77685925925925,3565.917889691303,59.71530699654238,51.0,121.0,145.0,94.0,26.93,20.66,45.35,7.07,25.41,12.42,52.0,10.17,28.74,26.07,39.1,6.08
327,../data/images/train/dirty/WhatsApp Image 2020-12-26 at 12.39.55 AM.jpeg,dirty,132.24882916666667,4152.791521545816,64.44215640049467,87.0,137.0,185.0,98.0,124.71454166666666,4067.5839552065972,63.77761327618491,74.0,130.0,178.0,104.0,119.46996041666667,3999.9483642901,63.24514498592046,68.0,122.0,172.0,104.0,17.44,27.17,34.5,20.89,21.74,26.87,34.66,16.74,23.27,29.0,34.76,12.97
328,../data/images/train/dirty/1495.full.jpeg,dirty,112.10398928324382,3389.2277974502854,58.217074792970195,66.0,105.0,145.0,79.0,113.01037724812825,3470.907890715633,58.91441157064741,68.0,105.0,147.0,79.0,119.2262372970581,3926.743515718486,62.66373365606685,69.0,112.0,157.0,88.0,23.89,42.24,21.97,11.9,22.09,44.42,20.96,12.54,22.42,39.44,22.77,15.37
329,../data/images/train/dirty/WhatsApp Image 2020-07-11 at 8.43.04 PM (3).jpeg,dirty,99.08228386500231,2151.936710641566,46.38897186445897,67.0,98.0,127.0,60.0,91.76701109570041,2151.9231063692714,46.38882523161447,53.0,87.0,121.0,68.0,83.88457235321313,2117.7447439572015,46.01896070053301,45.0,78.0,112.0,67.0,22.63,53.36,19.25,4.76,34.35,46.5,15.46,3.69,41.09,44.23,11.59,3.09
330,../data/images/train/dirty/8a046004d7f399893e3d85de1292c73b01e93217.temp.jpeg,dirty,120.69289361702128,4282.284409073789,65.4391657119327,59.0,122.0,180.0,121.0,117.94482978723404,3305.923317949751,57.49715921634521,67.0,117.0,166.0,99.0,102.65293617021277,3303.8376743576277,57.47901942759312,52.0,99.0,149.0,97.0,27.69,24.54,29.15,18.62,23.38,32.9,34.01,9.71,31.51,32.21,31.21,5.07
331,../data/images/train/dirty/WhatsApp Image 2020-12-01 at 12.04.56 PM.jpeg,dirty,112.67959895833333,4358.153227547502,66.0163103145541,63.0,90.0,154.0,91.0,117.004696875,4162.3117060643635,64.51598023795627,71.0,95.0,158.0,87.0,115.0966625,3986.0549969860913,63.135212021391766,70.0,94.0,153.0,83.0,25.85,40.3,18.61,15.24,18.89,45.36,19.9,15.85,19.61,46.59,18.57,15.23
332,../data/images/train/dirty/970.full.jpeg,dirty,104.87719947916666,2241.037195552915,47.339594374613256,72.0,90.0,128.0,56.0,114.6248671875,1699.0869852688186,41.219982839259146,84.0,102.0,138.0,54.0,115.56029479166666,1506.4422832880985,38.8129138726803,86.0,107.0,143.0,57.0,13.85,60.91,19.07,6.17,2.68,66.43,25.66,5.24,4.35,62.84,29.07,3.75
333,../data/images/train/dirty/WhatsApp Image 2020-08-14 at 11.32.05 AM.jpeg,dirty,151.2950148148148,1824.2259292220026,42.710957952520836,116.0,144.0,183.0,67.0,149.2278814814815,1906.2363737341018,43.66046694361046,111.0,145.0,181.0,70.0,146.41114444444443,2038.8355639495064,45.15346679879084,108.0,137.0,182.0,74.0,0.0,36.85,42.92,20.23,0.0,35.2,45.57,19.23,0.0,43.59,36.93,19.48
334,../data/images/train/dirty/WhatsApp Image 2020-05-08 at 2.18.57 PM (4).jpeg,dirty,98.52781481481482,5370.149352262002,73.28130288321846,28.0,77.0,171.0,143.0,97.77942962962963,4492.59867463764,67.02685040069868,32.0,80.0,163.0,131.0,97.30807407407407,4080.933282957477,63.882182828684535,36.0,75.0,159.0,123.0,47.04,11.29,30.56,11.12,44.28,14.32,34.88,6.52,45.25,13.87,35.79,5.09
335,../data/images/train/dirty/885.full.jpeg,dirty,133.382490234375,3909.3942708820673,62.525149107235784,94.0,126.0,160.0,66.0,138.06084309895834,3581.480162049601,59.84546901854476,98.0,134.0,163.0,65.0,127.0121875,4256.105066308594,65.23883096981885,76.0,130.0,152.0,76.0,12.97,39.8,27.78,19.44,10.18,31.35,39.29,19.18,19.04,28.49,35.11,17.36
336,../data/images/train/dirty/WhatsApp Image 2020-07-26 at 4.35.42 PM (1).jpeg,dirty,124.18921544209215,3002.2490169436205,54.79278252601907,92.0,108.0,152.0,60.0,115.44280406807805,3225.556857309472,56.7939861016065,84.0,100.0,143.0,59.0,111.92306973848069,3424.0532037772023,58.51540996846217,79.0,96.0,139.0,60.0,8.52,58.45,18.83,14.19,12.94,57.75,16.6,12.72,15.53,55.6,16.75,12.12
337,../data/images/train/dirty/EGywgHpWkAAQCqF.jpeg,dirty,110.90318518518518,3584.1298120768174,59.867602357843076,68.0,103.0,143.0,75.0,104.86623333333333,3423.7035398122202,58.51242209832217,63.0,98.0,134.0,71.0,99.46893703703704,3261.020605462702,57.105346557592156,56.0,90.0,130.0,74.0,22.43,44.2,21.86,11.51,25.69,45.28,19.29,9.74,30.22,43.52,17.57,8.69
338,../data/images/train/dirty/WhatsApp Image 2020-09-24 at 12.40.15 AM.jpeg,dirty,120.16419836956521,3111.9615432850633,55.784958037853386,84.0,116.0,162.0,78.0,88.62680445234113,2057.1247661576213,45.355537326302525,58.0,83.0,120.0,62.0,56.98807587792642,775.3728594875532,27.84551776296417,40.0,53.0,73.0,33.0,16.17,42.88,28.78,12.17,28.84,50.95,18.55,1.66,65.75,32.38,1.84,0.03
339,../data/images/train/dirty/1375.full.jpeg,dirty,114.60457777777778,3677.158759784691,60.6395808015251,62.0,102.0,166.0,104.0,122.74614074074074,4250.311873995008,65.19441597249727,70.0,105.0,167.0,97.0,117.63361851851852,5467.561309054471,73.94295983428356,57.0,99.0,164.0,107.0,25.94,35.45,22.58,16.04,19.87,40.49,21.38,18.26,29.81,32.17,20.11,17.91
340,../data/images/train/dirty/WhatsApp Image 2020-05-11 at 8.24.43 PM (7).jpeg,dirty,108.41097184377838,3045.116456367054,55.18257384688625,61.0,111.0,151.0,90.0,104.80838782924614,2608.4058460839206,51.07255472446939,59.0,107.0,143.0,84.0,85.25181425976385,2508.049321186209,50.08042852438674,43.0,82.0,116.0,73.0,26.49,30.85,36.68,5.98,27.48,33.7,34.55,4.27,39.1,42.19,15.41,3.29
341,../data/images/train/dirty/1820.full.jpeg,dirty,111.32977988734301,4084.777729315556,63.91226587530406,56.0,106.0,162.0,106.0,111.18403916662662,3911.217659820912,62.539728651641205,60.0,99.0,156.0,96.0,99.0744348878236,4368.09825603913,66.09158990400466,44.0,82.0,145.0,101.0,30.44,29.19,27.25,13.12,27.3,34.26,25.28,13.15,41.22,28.97,16.75,13.06
342,../data/images/train/dirty/6a38dffadada495e14875895ea6141eba765e0b1.temp.jpeg,dirty,93.36874468085107,4883.540261402896,69.88233153954508,30.0,71.0,160.0,130.0,88.66140425531916,4224.641395474876,64.99724144511731,32.0,70.0,147.0,115.0,73.3858085106383,3969.6193432824807,63.00491523113479,21.0,47.0,125.0,104.0,46.95,18.68,23.29,11.09,46.74,22.85,21.93,8.48,57.53,18.09,17.81,6.57
343,../data/images/train/dirty/2632.full.jpeg,dirty,116.94013787517322,3967.102130749395,62.984935744584156,64.0,107.0,170.0,106.0,117.12374802833942,3924.069825009261,62.6423963862276,64.0,107.0,169.0,105.0,111.20898232460422,4311.6702750992345,65.66330996149398,56.0,98.0,168.0,112.0,24.59,35.11,25.39,14.91,24.78,32.23,30.66,12.33,30.3,30.64,26.41,12.65
344,../data/images/train/dirty/WhatsApp Image 2020-10-20 at 7.28.06 PM (1).jpeg,dirty,143.16572010869567,956.6752082502561,30.93016663793223,126.0,143.0,160.0,34.0,140.88537573160536,1006.7883344167284,31.729928055650053,124.0,140.0,158.0,34.0,137.2025360576923,1188.9761305876427,34.481533182091,118.0,134.0,154.0,36.0,0.74,25.76,68.21,5.29,0.93,28.93,65.36,4.78,1.11,37.85,53.37,7.67
345,../data/images/train/dirty/WhatsApp Image 2020-09-27 at 6.50.11 PM (2).jpeg,dirty,146.16972031360112,1551.0075053569417,39.38283262231072,133.0,152.0,170.0,37.0,148.96540829809726,1616.1370482168375,40.20120704925211,133.0,154.0,174.0,41.0,149.47652440098662,1783.445749107667,42.23086251910642,130.0,157.0,178.0,48.0,5.06,17.53,71.11,6.31,4.17,17.56,70.95,7.31,4.42,19.62,67.2,8.77
346,../data/images/train/dirty/WhatsApp Image 2020-07-11 at 5.57.48 PM (3).jpeg,dirty,90.39435669041964,3380.2304269812444,58.13974911350447,40.0,84.0,118.0,78.0,101.00834916864608,3905.063893078398,62.4905104242108,50.0,91.0,124.0,74.0,103.16694378463974,4939.072034760895,70.2785318199014,41.0,93.0,127.0,86.0,35.68,40.68,18.09,5.55,33.37,42.38,5.67,18.58,34.0,41.2,3.39,21.41
347,../data/images/train/dirty/WhatsApp Image 2020-08-22 at 8.08.48 AM.jpeg,dirty,123.27777777777777,1953.6288092629118,44.199873407770205,100.0,106.0,141.0,41.0,122.49692965154503,1869.3577617761168,43.236070147229114,101.0,108.0,135.0,34.0,120.34545364891518,1760.9422100999232,41.963581950304516,102.0,109.0,128.0,26.0,2.3,69.67,20.44,7.59,3.27,70.02,19.66,7.05,4.71,70.19,18.93,6.17
348,../data/images/train/dirty/59b578137fcbe.jpeg,dirty,104.5932225433526,1824.388920347392,42.71286598142756,76.0,100.0,125.0,49.0,106.46092967244701,1802.5726546270387,42.456715071081966,77.0,103.0,127.0,50.0,103.82546724470134,2027.1206895697364,45.02355705150068,74.0,93.0,125.0,51.0,15.54,60.81,18.96,4.69,14.94,60.74,19.71,4.61,15.32,60.72,17.63,6.34
349,../data/images/train/dirty/WhatsApp Image 2020-12-26 at 12.43.22 AM.jpeg,dirty,103.78785381750465,3249.112638317552,57.00098804685364,56.0,98.0,146.0,90.0,109.31561219739292,3369.8509219948605,58.05041706994757,60.0,102.0,155.0,95.0,105.74338919925512,3372.974439537537,58.07731432786417,64.0,94.0,140.0,76.0,32.98,32.81,26.25,7.96,29.39,30.25,31.57,8.8,24.52,44.72,19.82,10.93
350,../data/images/train/dirty/WhatsApp Image 2020-07-11 at 8.43.04 PM (1).jpeg,dirty,97.99858974358975,3500.0911814431297,59.161568449823314,57.0,88.0,133.0,76.0,97.0232889546351,3372.014294902697,58.069047649351866,56.0,86.0,128.0,72.0,96.18255917159763,3636.722485758333,60.305244264146154,51.0,84.0,131.0,80.0,29.46,43.45,18.15,8.94,30.82,44.09,16.1,8.99,33.76,39.83,16.81,9.59
351,../data/images/train/dirty/WhatsApp Image 2020-08-27 at 3.44.11 PM (11).jpeg,dirty,133.56638490164806,1685.4910050597193,41.05473182301547,104.0,132.0,168.0,64.0,143.24377724614567,2055.8485497940815,45.3414661187095,110.0,140.0,184.0,74.0,131.76162147793727,4364.330044367088,66.06307625570496,75.0,109.0,196.0,121.0,3.8,42.44,46.73,7.02,2.56,31.46,45.15,20.83,13.86,44.21,15.85,26.08
352,../data/images/train/dirty/7625.full.jpeg,dirty,102.97241536458333,3199.813321119139,56.56689244707666,64.0,97.0,128.0,64.0,102.01272867838541,2736.3037303961123,52.30969059740377,67.0,98.0,128.0,61.0,85.14355631510416,2985.243955386477,54.6373860592404,46.0,78.0,106.0,60.0,24.93,49.86,15.99,9.22,22.77,51.66,19.7,5.87,35.58,46.85,12.1,5.46
353,../data/images/train/dirty/WhatsApp Image 2020-12-26 at 12.36.53 AM (7).jpeg,dirty,91.29134583333334,5039.5755801054,70.98996816526544,20.0,80.0,157.0,137.0,80.46314375,4052.4816291168363,63.65910484068117,18.0,70.0,136.0,118.0,65.20032916666666,2965.7454223916493,54.4586579194865,19.0,48.0,103.0,84.0,45.75,16.67,29.71,7.87,47.28,23.31,24.81,4.6,58.18,29.86,8.21,3.74
354,../data/images/train/dirty/WhatsApp Image 2020-12-21 at 8.09.36 AM.jpeg,dirty,101.63482493729097,2798.1726019185594,52.89775611421111,61.0,87.0,135.0,74.0,83.4906558319398,1668.7122182885298,40.84987415266453,55.0,72.0,105.0,50.0,73.98438910953178,1150.3771679848821,33.917210498283644,51.0,66.0,91.0,40.0,27.55,45.14,19.77,7.55,38.78,47.23,11.63,2.36,46.05,47.36,5.39,1.21
355,../data/images/train/dirty/1974.full.jpeg,dirty,102.64046783447266,5217.853423999871,72.23471065907215,41.0,85.0,170.0,129.0,104.33927637736002,4909.0114812512675,70.06433815609242,42.0,88.0,167.0,125.0,97.54791539510092,4505.146560214359,67.12038855827906,39.0,81.0,154.0,115.0,40.95,24.11,16.48,18.46,38.61,25.51,18.3,17.58,42.08,25.07,19.5,13.35
356,../data/images/train/dirty/WhatsApp Image 2020-12-22 at 11.15.26 AM.jpeg,dirty,97.17198996655519,3627.8067196186275,60.23127692170097,52.0,84.0,130.0,78.0,94.07228260869566,3671.18871335157,60.59033514803801,49.0,80.0,127.0,78.0,87.7388733277592,3799.0815599346247,61.63669004687569,40.0,76.0,121.0,81.0,34.38,39.81,16.97,8.84,37.56,37.7,16.38,8.36,41.31,35.84,15.45,7.4
357,../data/images/train/dirty/1286.full.jpeg,dirty,123.30898427209563,2176.404496922143,46.651950622906895,90.0,122.0,149.0,59.0,123.85371176073498,2103.2783453714414,45.86151268080286,94.0,121.0,150.0,56.0,118.96070473030822,2701.1087646360634,51.9721922246509,80.0,117.0,153.0,73.0,8.86,45.87,36.66,8.61,8.77,46.76,36.51,7.96,14.66,42.2,34.95,8.19
358,../data/images/train/dirty/306f1e4a986a28535ca7a50a2302263dcb1845d4.temp.jpeg,dirty,125.93482352941176,2761.11436165335,52.54630683172082,75.0,141.0,163.0,88.0,124.09122994652407,2536.092062123595,50.35962730326342,74.0,137.0,157.0,83.0,119.33561497326203,2486.294934782236,49.86276100239773,71.0,129.0,153.0,82.0,16.32,27.97,46.43,9.27,17.1,27.7,47.41,7.8,18.9,30.22,44.13,6.75
359,../data/images/train/dirty/1309.full.jpeg,dirty,115.71464111328125,3611.8300278253055,60.09850270868073,64.0,107.0,154.0,90.0,119.40642550998264,3102.984370442423,55.7044376189404,76.0,107.0,155.0,79.0,110.79717258029514,3679.079872051271,60.655419148261366,56.0,100.0,163.0,107.0,24.69,35.03,28.17,12.12,14.83,43.86,29.65,11.65,30.35,29.6,29.13,10.92
360,../data/images/train/dirty/WhatsApp Image 2020-05-08 at 2.21.56 PM.jpeg,dirty,128.81608125,4865.675034310066,69.75439078875297,71.0,110.0,197.0,126.0,122.13647083333333,4096.071575711648,64.0005591828044,68.0,107.0,180.0,112.0,119.97268958333333,3296.2981603911417,57.41339704625691,72.0,110.0,171.0,99.0,19.71,37.02,16.66,26.61,21.9,36.99,19.58,21.53,19.86,38.63,25.94,15.56
361,../data/images/train/dirty/WhatsApp Image 2020-07-11 at 8.43.04 PM (5).jpeg,dirty,117.51170833333333,3905.607858748263,62.494862658847914,66.0,113.0,164.0,98.0,112.50740833333333,3735.1643617832624,61.1159910480331,64.0,104.0,157.0,93.0,102.49395416666667,4446.549788447896,66.68245487718562,47.0,95.0,147.0,100.0,23.63,32.72,27.81,15.85,24.6,38.07,22.09,15.24,33.4,35.12,16.92,14.55
362,../data/images/train/dirty/WhatsApp Image 2020-05-08 at 2.21.56 PM (4).jpeg,dirty,123.51328895463512,3399.0094585121656,58.301024506539896,84.0,117.0,171.0,87.0,124.12539940828403,2740.1558085189745,52.34649757642792,91.0,121.0,161.0,70.0,111.29212031558185,3737.3872002379894,61.13417375116793,66.0,99.0,160.0,94.0,15.2,40.33,34.66,9.81,12.91,42.6,35.79,8.7,23.15,36.0,32.44,8.41
363,../data/images/train/dirty/WhatsApp Image 2020-12-26 at 12.38.07 AM (4).jpeg,dirty,115.296625,3869.900134442708,62.20852139733517,61.0,104.0,174.0,113.0,138.287775,3171.6039355493754,56.31699508629145,89.0,129.0,190.0,101.0,135.38364583333333,2797.5437950412324,52.89181217392,89.0,124.0,182.0,93.0,26.55,33.11,24.09,16.25,6.01,43.1,26.79,24.1,3.5,48.44,27.32,20.75
364,../data/images/train/dirty/1616.full.jpeg,dirty,119.95732666015626,3371.8954027002583,58.06802392625617,82.0,108.0,147.0,65.0,120.57112325032553,3252.140267410994,57.027539552491604,83.0,109.0,147.0,64.0,131.94404642740886,2694.7206047527275,51.910698365103194,98.0,121.0,154.0,56.0,12.49,54.54,19.64,13.33,11.99,54.77,19.44,13.8,6.13,49.75,28.98,15.14
365,../data/images/train/dirty/WhatsApp Image 2021-02-07 at 11.07.45 AM.jpeg,dirty,142.7066931438127,1341.4554510212233,36.62588498618461,123.0,140.0,155.0,32.0,139.5490635451505,1269.24536868827,35.62647005652216,121.0,139.0,154.0,33.0,132.94721362876254,1220.4454891006844,34.93487496901462,114.0,137.0,153.0,39.0,1.91,28.25,58.81,11.03,2.58,29.51,58.2,9.72,4.06,33.46,59.34,3.14
